rank,keyword,category,hot_value,date
90,小米汽车销量连续下跌,汽车,565613,2024-06-13
16,小米股票,暂无,1067834,2025-04-07
159,小米集团股价跌超19%,财经,288705,2025-04-07
211,小米汽车时隔5天发博,汽车,219435,2025-04-07
288,小米回应SU7保险相关谣言,社会,172352,2025-04-07
61,小米大涨超8%,财经,479688,2026-05-04
170,小米大涨超10%,社会,257954,2026-05-04
203,小米澎程N90外观公布,汽车,262653,2026-07-10
215,小米澎程通过申报,财经,255301,2026-07-10
148,小米汽车公布增程器,互联网,229306,2026-07-24
61,小米玄戒O3支持长鑫LPDDR6,互联网,219340,2026-08-29
65,小米18Fold,科技,210809,2026-08-29
147,雷军吃冻梨被冻出表情包,社会,204474,2025-01-18
199,小米17与苹果软硬合拍,数码,167044,2025-11-10
244,小米汽车10月零售销量48654辆,互联网,137899,2025-11-10
247,小米SU7改款涨价近1万,暂无,137714,2025-11-10
118,小米YU7代言人,社会,395087,2026-05-20
150,雷军回应小米YU7GT定价,财经,242959,2026-05-20
271,雷军吃五仁汤圆吃破防了,财经,226809,2025-02-12
386,雷军回应Ultra金标,财经,123810,2025-02-12
301,雷总也没想到SU7Ultra种草了10后,社会,167068,2025-03-28
362,雷军发文纪念小米SU7上市一周年,社会,125554,2025-03-28
391,车企齐贺小米汽车上市1周年,财经,83918,2025-03-28
396,雷军第40次健身房打卡,社会,80881,2025-03-28
7,雷军增持小米260万股,社会,1070151,2025-11-24
24,樊振东任小米一日店长,体育,722826,2025-11-24
263,小米回应为樊振东特别定制金球拍,体育,117559,2025-11-24
89,小米四款新车曝光,科技,381142,2026-05-14
91,小米增程SUV车头logo曝光,互联网,380523,2026-05-14
149,小米17Max首发搭载徕卡2亿主摄,数码,250215,2026-05-14
202,小米挖孔机盖案法院认定存夸大宣传,社会,161478,2026-05-14
6,雷军发长文,财经,2656073,2025-05-19
17,小米YU7,暂无,1447371,2025-05-19
101,雷军官宣小米新品发布会时间,社会,416583,2025-05-19
122,雷军回应小米黑公关案件,财经,370481,2025-05-19
199,小米公布一起黑公关案件,社会,268270,2025-05-19
220,小米玄戒O1性能紧追苹果A18Pro,数码,251234,2025-05-19
244,准车主退订遭小米汽车60天冷静期,社会,227870,2025-05-19
344,小米15SPro,暂无,185124,2025-05-19
377,小米通报网络黑公关案件,财经,157971,2025-05-19
394,雷军称造芯至少投资500亿十年起步,社会,148421,2025-05-19
290,七成SU7进店客户只看小米,科技,88050,2026-03-25
306,雷军一句话卖出一辆车,暂无,83942,2026-03-25
319,小米新SU7客户画像,社会,75005,2026-03-25
10,小米汽车确认YU7不参加上海车展,社会,1181661,2025-04-17
130,小米SU7Ultra撞飞电动车受害者去世,社会,292981,2025-04-17
274,雷军复盘时问自己的问题,科技,145283,2025-06-03
276,雷军回应丢轮保车,汽车,130643,2026-01-05
34,董明珠再点名小米汽车,社会,725604,2025-04-23
254,雷军每天免费送五千顶的帽子价值129元,社会,210617,2025-04-23
243,业内人士谈小米汽车被销售嘲讽,社会,124811,2026-03-11
302,小米车险上线,互联网,87105,2026-03-11
200,小米打假雷军致公众的一封信,财经,215994,2025-04-03
203,雷军捐资1亿成立守护资金消息不实,社会,214683,2025-04-03
308,雷军回应,暂无,133330,2025-04-03
8,曝雷军押注的中年人泡泡玛特将上市,互联网,1258025,2026-03-31
294,小米字节等四款模型跻身全球前十,互联网,82078,2026-03-31
51,雷军称小米汽车熔岩橙配色敢买的人太少,科技,324815,2026-01-25
218,雷军回应下架小米汽车熔岩橙配色,科技,111021,2026-01-25
242,小米扫地机器人自燃引发火灾,互联网,171295,2024-06-17
417,雷军谈小米汽车成功原因,时事,56263,2025-06-17
34,雷军演讲,暂无,1364571,2024-07-19
45,小米发布会,互联网,979639,2024-07-19
75,小米汽车,汽车,782964,2024-07-19
78,小米折叠,暂无,761549,2024-07-19
132,没白等小米MIXFlip三年,数码,432690,2024-07-19
145,小米手环9,暂无,417884,2024-07-19
148,小米SU7Ultra,暂无,401498,2024-07-19
169,雷军漂移,暂无,367835,2024-07-19
178,论又薄又强我只服小米大折手机,数码,351145,2024-07-19
195,雷军回应董明珠怼小米空调,互联网,302926,2024-07-19
217,小米手机,数码,248561,2024-07-19
324,小米MIXFold4,暂无,139242,2024-07-19
75,小米YU7流金粉,互联网,497656,2025-06-23
102,雷军回应YU7能否打赢Model Y,汽车,390114,2025-06-23
142,小米YU7是先进SUV,汽车,336426,2025-06-23
173,雷军宣布面向下个时代的智能设备,互联网,280821,2025-06-23
222,雷军回应何时造油车,互联网,230022,2025-06-23
283,小米YU7本周正式发布,财经,190420,2025-06-23
290,小米YU7,暂无,186219,2025-06-23
325,雷军祝贺BMW夺冠,社会,159302,2025-06-23
320,消费者买到xiaonnri电视 小米回应,暂无,98032,2026-01-11
125,雷军回应小米手机是否涨价,财经,179477,2026-03-05
33,网友向雷军举报王腾上班摸鱼,互联网,1375515,2024-08-20
216,小米YU7车主讲述被水泥车撞击过程,财经-产业公司,193374,2025-08-20
371,小米汽车毛利率超越特斯拉,汽车,115650,2025-08-20
11,雷军曾劝年轻人要尽快学会AI,社会,1169820,2025-02-06
226,割胎小米SU7嫌疑人已被刑拘,互联网,224062,2025-02-06
275,雷军回应小米SU7Ultra车标是金的,财经,182346,2025-02-06
370,王化回应SU7Ultra金车标被抠了怎么办,社会,101687,2025-02-06
88,负责人称小米卫生巾真的做不了,社会,262094,2025-03-08
106,站雷军背后的海尔总裁周云杰走红,社会,232982,2025-03-08
144,周云杰回应和雷军同框后走红,社会,212973,2025-03-08
227,小米15Ultra记录每一个闪耀的她,动漫,157075,2025-03-08
48,小米汽车紧急避险,暂无,476539,2026-07-14
215,小米机器人装配成功率98%,暂无,151932,2026-07-14
210,小米澎程N70二排空间比腿长,汽车,332235,2026-08-19
314,小米新一代玄戒芯片即将发布,互联网,215634,2026-08-19
154,抖音副总裁回应雷军余承东直播被封,社会,409220,2025-01-28
265,DeepSeek预测周鸿祎可能会送SU7,科技,195353,2025-01-28
187,男生看见雷军直接递上简历,社会,299015,2024-11-20
273,苏炳添收到雷军送的钻石黑小米SU7,社会,209756,2024-11-20
283,雷军喊话欢迎大家投递简历,社会,204787,2024-11-20
34,小米第50万辆整车正式下产线,财经,345966,2025-11-20
107,雷军承诺做好三件事,财经,261189,2025-11-20
400,王腾恭喜小米第50万辆汽车下线,财经,97549,2025-11-20
84,小米15Ultra,暂无,395886,2025-02-22
149,小米15Ultra代号夜神,数码,277260,2025-02-22
215,小米高管评老企业不敢承诺十年包修,数码,265966,2026-07-04
3,小米su吸,暂无,1835005,2025-03-18
7,小米商标已含卫生护垫类,社会,1601130,2025-03-18
10,小米生态链总经理删除不做卫生巾微博,财经,1313535,2025-03-18
21,小米舒七雷巾等已被申请注册商标,社会,918830,2025-03-18
57,雷军直播时说不做的产品都做了,社会,631134,2025-03-18
157,快30岁才知道雷军这些话都是真的,暂无,268366,2025-03-18
182,小米2024年营收同比增长35%,互联网,242460,2025-03-18
305,小米2024年净利润272亿,财经,134500,2025-03-18
311,雷军说可以去评论区找商机,社会,132626,2025-03-18
314,小米2024年财报,社会,132540,2025-03-18
329,小米su7ultra全网首拆,社会,115716,2025-03-18
1,雷军承认车间睡觉照是摆拍,财经,1780764,2024-11-14
148,小米发布智能底盘预研技术,互联网,329491,2024-11-14
384,雷军来中国航展了,社会,148847,2024-11-14
1,小米澎程N90价格,社会,2348528,2026-07-30
8,小米澎程发布会,财经,1076820,2026-07-30
27,小米澎程实车内饰曝光,暂无,736194,2026-07-30
38,雷军同款项链仅售8.8元,科技,635314,2026-07-30
47,小米澎程N70,社会,564492,2026-07-30
58,小米澎程像在卖房,汽车,478956,2026-07-30
59,雷军强调两遍只有澎程能做,互联网,477784,2026-07-30
78,小米澎程N90,暂无,385097,2026-07-30
89,雷军发布会再飙英文,汽车,364019,2026-07-30
98,小米澎程7人满载还可装7个行李箱,汽车,349866,2026-07-30
107,小米汽车发布龙甲电池体系,科技,327760,2026-07-30
119,小米能让增程车翻红吗,汽车,300284,2026-07-30
123,雷军晒小米机器人工作视频,互联网,296626,2026-07-30
176,小米澎程SUV首发评测,汽车,198142,2026-07-30
240,雷军感谢各地文旅支持,汽车,98845,2026-07-30
159,雷军透露小米下一步规划,社会,348897,2026-05-24
19,小米SU7断轴车主承认欺瞒网友,社会,897073,2025-02-16
81,小米抽奖抽到总裁卢伟冰,互联网,383747,2025-04-27
336,小米时隔十年重夺中国智能手机第一,互联网,152449,2025-04-27
98,苹果三星要求小米停止争议营销,互联网,232050,2025-08-30
260,小米回应YU7配置调整,财经,243295,2026-01-01
266,小米汽车12月交付量超5万台,财经,239642,2026-01-01
76,小米第三款车是增程SUV,互联网,443359,2024-07-09
194,400位小米SU7车主调研报告,社会,250274,2025-06-07
34,小米SU7冲出停车场致一死三伤,社会,1073847,2024-06-07
125,小米回应停车场相关事故,财经,393934,2024-06-07
321,小米汽车紧急招工,互联网,143704,2024-06-07
327,小米称制动踏板状态正常,财经,140870,2024-06-07
27,雷军60加60等于120言论引争议,社会,431507,2026-03-21
231,雷军说确实说错了,财经,90912,2026-03-21
362,小米汽车回应为何不公布大定数字,社会,53036,2026-03-21
